provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zipcode,apc,hospital_referral_region,outpatient_services,average_estimated_submitted_charges,average_total_payments
330214,nonsb,550 First Avenue,New York,NY,10016,0019 - Level I Excision/ Biopsy,NY - Manhattan,18,4438.3911111,426.75666667
330214,nonsb,550 First Avenue,New York,NY,10016,0020 - Level II Excision/ Biopsy,NY - Manhattan,193,9243.4805181,899.63507772
330214,nonsb,550 First Avenue,New York,NY,10016,0074 - Level IV Endoscopy Upper Airway,NY - Manhattan,29,20478.758966,2290.7613793
330214,nonsb,550 First Avenue,New York,NY,10016,0096 - Level II Noninvasive Physiologic Studies,NY - Manhattan,13,6859.3661538,382.37
330214,nonsb,550 First Avenue,New York,NY,10016,0203 - Level IV Nerve Injections,NY - Manhattan,55,12103.850727,1503.1069091
330214,nonsb,550 First Avenue,New York,NY,10016,0204 - Level I Nerve Injections,NY - Manhattan,1436,3376.9622423,243.14038997
330214,nonsb,550 First Avenue,New York,NY,10016,0206 - Level II Nerve Injections,NY - Manhattan,91,3506.4798901,404.88725275
330214,nonsb,550 First Avenue,New York,NY,10016,0207 - Level III Nerve Injections,NY - Manhattan,1641,6825.0832115,736.52654479
330214,nonsb,550 First Avenue,New York,NY,10016,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - Manhattan,53,2906.4660377,266.95226415
330214,nonsb,550 First Avenue,New York,NY,10016,0265 - Level I Diagnostic and Screening Ultrasound,NY - Manhattan,1600,1225.152725,99.61330625
330214,nonsb,550 First Avenue,New York,NY,10016,0267 - Level III Diagnostic and Screening Ultrasound,NY - Manhattan,2558,1777.0022127,202.014914
330214,nonsb,550 First Avenue,New York,NY,10016,0269 - Level I Echocardiogram Without Contrast,NY - Manhattan,6136,2645.7051059,469.6447751
330214,nonsb,550 First Avenue,New York,NY,10016,0270 - Level II Echocardiogram Without Contrast,NY - Manhattan,218,4793.1054587,672.68623853
330214,nonsb,550 First Avenue,New York,NY,10016,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Manhattan,2372,5001.2680312,315.49423272
330214,nonsb,550 First Avenue,New York,NY,10016,0369 - Level II Pulmonary Tests,NY - Manhattan,316,1632.8703797,290.84452532
330214,nonsb,550 First Avenue,New York,NY,10016,0377 - Level II Cardiac Imaging,NY - Manhattan,1674,7755.3792354,1289.5469474
330214,nonsb,550 First Avenue,New York,NY,10016,0634 - Hospital Clinic Visits,NY - Manhattan,18575,175.31343849,110.51367914
330214,nonsb,550 First Avenue,New York,NY,10016,0692 - Level II Electronic Analysis of Devices,NY - Manhattan,68,1724.3119118,126.83147059
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0015 - Level II Debridement & Destruction,NY - Manhattan,52,590.03173077,110.53403846
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0204 - Level I Nerve Injections,NY - Manhattan,15,596.99866667,212.32866667
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0207 - Level III Nerve Injections,NY - Manhattan,36,2667.0927778,735.9875
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0265 - Level I Diagnostic and Screening Ultrasound,NY - Manhattan,54,643.08,98.667592593
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0267 - Level III Diagnostic and Screening Ultrasound,NY - Manhattan,278,717.66244604,196.18859712
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0269 - Level I Echocardiogram Without Contrast,NY - Manhattan,142,2022.0130282,456.14852113
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Manhattan,137,1862.5979562,333.52635036
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0369 - Level II Pulmonary Tests,NY - Manhattan,34,696.65411765,274.70205882
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0377 - Level II Cardiac Imaging,NY - Manhattan,57,4825.9564912,1069.4447368
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0632 - Level 2 Examinations & Related Services,NY - Manhattan,170,513.95323529,123.40705882
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0634 - Hospital Clinic Visits,NY - Manhattan,7372,382.91796392,111.69228703
330221,nonsb,374 Stockholm Street,Brooklyn,NY,11237,0690 - Level I Electronic Analysis of Devices,NY - Manhattan,70,140.90657143,37.967571429
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0207 - Level III Nerve Injections,NY - Manhattan,24,3866.07,737.19333333
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - Manhattan,17,550.0,268.50470588
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0265 - Level I Diagnostic and Screening Ultrasound,NY - Manhattan,51,262.78431373,94.344509804
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0267 - Level III Diagnostic and Screening Ultrasound,NY - Manhattan,125,495.648,123.42984
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0269 - Level I Echocardiogram Without Contrast,NY - Manhattan,229,1358.1428821,487.22406114
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0270 - Level II Echocardiogram Without Contrast,NY - Manhattan,19,3136.6842105,653.23842105
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Manhattan,125,1564.93344,315.39272
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0377 - Level II Cardiac Imaging,NY - Manhattan,15,4141.7866667,1326.436
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0632 - Level 2 Examinations & Related Services,NY - Manhattan,336,446.93154762,98.776428571
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0634 - Hospital Clinic Visits,NY - Manhattan,7583,306.11409073,111.44541079
330233,nonsb,1 Brookdale Plaza,Brooklyn,NY,11212,0698 - Level II Eye Tests & Treatments,NY - Manhattan,25,146.84,116.94
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0012 - Level I Debridement & Destruction,NY - Manhattan,24,232.0,114.2
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0015 - Level II Debridement & Destruction,NY - Manhattan,72,261.63777778,155.33930556
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0020 - Level II Excision/ Biopsy,NY - Manhattan,21,5304.0585714,843.07904762
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0074 - Level IV Endoscopy Upper Airway,NY - Manhattan,11,8067.75,2224.9981818
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0096 - Level II Noninvasive Physiologic Studies,NY - Manhattan,28,6240.0114286,382.50857143
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0204 - Level I Nerve Injections,NY - Manhattan,53,595.66792453,166.35245283
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0207 - Level III Nerve Injections,NY - Manhattan,83,1073.1220482,657.4973494
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - Manhattan,31,1895.9712903,268.23709677
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0265 - Level I Diagnostic and Screening Ultrasound,NY - Manhattan,175,287.68154286,99.778742857
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0267 - Level III Diagnostic and Screening Ultrasound,NY - Manhattan,903,1888.7333444,184.36014396
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0269 - Level I Echocardiogram Without Contrast,NY - Manhattan,644,2726.2379658,466.92274845
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0270 - Level II Echocardiogram Without Contrast,NY - Manhattan,23,7158.9543478,659.52173913
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Manhattan,381,3926.1492913,328.2691601
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0369 - Level II Pulmonary Tests,NY - Manhattan,102,1586.2184314,262.00960784
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0377 - Level II Cardiac Imaging,NY - Manhattan,502,3748.4112351,1301.0752988
330236,nonsb,506 Sixth Street,Brooklyn,NY,11215,0634 - Hospital Clinic Visits,NY - Manhattan,8061,346.45158045,110.6257251
330270,nonsb,535 East 70th Street,New York,NY,10021,0203 - Level IV Nerve Injections,NY - Manhattan,233,3857.9597425,1534.1313734
330270,nonsb,535 East 70th Street,New York,NY,10021,0204 - Level I Nerve Injections,NY - Manhattan,2291,2087.8830205,242.03740288
330270,nonsb,535 East 70th Street,New York,NY,10021,0206 - Level II Nerve Injections,NY - Manhattan,27,2102.7407407,329.51185185
330270,nonsb,535 East 70th Street,New York,NY,10021,0207 - Level III Nerve Injections,NY - Manhattan,3318,2374.93478,717.71093128
330270,nonsb,535 East 70th Street,New York,NY,10021,0267 - Level III Diagnostic and Screening Ultrasound,NY - Manhattan,277,949.20577617,189.57906137
330270,nonsb,535 East 70th Street,New York,NY,10021,0269 - Level I Echocardiogram Without Contrast,NY - Manhattan,373,2727.7292225,61.781045576
330270,nonsb,535 East 70th Street,New York,NY,10021,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Manhattan,5133,3033.0354568,329.99799727
330270,nonsb,535 East 70th Street,New York,NY,10021,0369 - Level II Pulmonary Tests,NY - Manhattan,23,3253.3043478,274.7426087
330270,nonsb,535 East 70th Street,New York,NY,10021,0634 - Hospital Clinic Visits,NY - Manhattan,2920,375.88775685,111.35405137
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0015 - Level II Debridement & Destruction,NY - Manhattan,22,146.21090909,169.56681818
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0020 - Level II Excision/ Biopsy,NY - Manhattan,12,9772.0691667,958.45
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0265 - Level I Diagnostic and Screening Ultrasound,NY - Manhattan,22,481.78727273,106.41
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0267 - Level III Diagnostic and Screening Ultrasound,NY - Manhattan,160,1236.1514375,174.5218125
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0269 - Level I Echocardiogram Without Contrast,NY - Manhattan,139,1759.8660432,449.50136691
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Manhattan,160,3646.1350625,322.4169375
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0377 - Level II Cardiac Imaging,NY - Manhattan,30,4942.5733333,1170.5843333
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0632 - Level 2 Examinations & Related Services,NY - Manhattan,300,222.8645,117.18006667
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0634 - Hospital Clinic Visits,NY - Manhattan,12049,237.49986638,110.60230476
330306,nonsb,150 55th Street,Brooklyn,NY,11220,0690 - Level I Electronic Analysis of Devices,NY - Manhattan,28,126.12428571,40.830714286
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0015 - Level II Debridement & Destruction,NY - Manhattan,126,563.38095238,92.141031746
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0073 - Level III Endoscopy Upper Airway,NY - Manhattan,17,4049.6470588,1460.48
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0231 - Level III Eye Tests & Treatments,NY - Manhattan,63,794.9047619,364.56952381
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0265 - Level I Diagnostic and Screening Ultrasound,NY - Manhattan,140,414.70714286,92.125642857
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0267 - Level III Diagnostic and Screening Ultrasound,NY - Manhattan,131,653.91603053,181.31152672
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0269 - Level I Echocardiogram Without Contrast,NY - Manhattan,597,1750.6834171,458.96579564
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0270 - Level II Echocardiogram Without Contrast,NY - Manhattan,14,1686.2142857,699.25857143
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Manhattan,120,1998.025,313.56841667
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0369 - Level II Pulmonary Tests,NY - Manhattan,74,999.55405405,274.69175676
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0377 - Level II Cardiac Imaging,NY - Manhattan,41,3170.0487805,1225.722439
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0632 - Level 2 Examinations & Related Services,NY - Manhattan,2326,430.12725709,121.5333362
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0634 - Hospital Clinic Visits,NY - Manhattan,11274,580.87724499,111.22265922
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0690 - Level I Electronic Analysis of Devices,NY - Manhattan,369,175.08130081,40.375853659
330350,nonsb,445 Lenox Road,Brooklyn,NY,11203,0698 - Level II Eye Tests & Treatments,NY - Manhattan,204,276.49019608,112.99333333
330397,nonsb,1545 Atlantic Avenue,Brooklyn,NY,11213,0015 - Level II Debridement & Destruction,NY - Manhattan,19,431.48105263,142.91684211
330397,nonsb,1545 Atlantic Avenue,Brooklyn,NY,11213,0269 - Level I Echocardiogram Without Contrast,NY - Manhattan,76,1348.4905263,419.47105263
330397,nonsb,1545 Atlantic Avenue,Brooklyn,NY,11213,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Manhattan,16,1575.84375,312.70875
330397,nonsb,1545 Atlantic Avenue,Brooklyn,NY,11213,0369 - Level II Pulmonary Tests,NY - Manhattan,21,1105.8061905,274.64
330397,nonsb,1545 Atlantic Avenue,Brooklyn,NY,11213,0377 - Level II Cardiac Imaging,NY - Manhattan,13,4817.1276923,681.87461538
330397,nonsb,1545 Atlantic Avenue,Brooklyn,NY,11213,0632 - Level 2 Examinations & Related Services,NY - Manhattan,313,231.58789137,122.16242812
330397,nonsb,1545 Atlantic Avenue,Brooklyn,NY,11213,0634 - Hospital Clinic Visits,NY - Manhattan,3914,223.60024527,111.20212059
330008,nonsb,400 North Main Street,Warsaw,NY,14569,0020 - Level II Excision/ Biopsy,NY - Rochester,19,1238.4226316,872.96052632
330008,nonsb,400 North Main Street,Warsaw,NY,14569,0204 - Level I Nerve Injections,NY - Rochester,12,463.77916667,223.06
330008,nonsb,400 North Main Street,Warsaw,NY,14569,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,43,237.01395349,91.979302326
330008,nonsb,400 North Main Street,Warsaw,NY,14569,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,97,385.11134021,161.03319588
330008,nonsb,400 North Main Street,Warsaw,NY,14569,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,171,826.0580117,431.25678363
330008,nonsb,400 North Main Street,Warsaw,NY,14569,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Rochester,24,1431.375,303.66
330008,nonsb,400 North Main Street,Warsaw,NY,14569,0369 - Level II Pulmonary Tests,NY - Rochester,29,512.63793103,258.22241379
330008,nonsb,400 North Main Street,Warsaw,NY,14569,0377 - Level II Cardiac Imaging,NY - Rochester,16,1286.3125,1204.5
330030,nonsb,111 Driving Park Avenue,Newark,NY,14513,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,23,294.62869565,79.96826087
330030,nonsb,111 Driving Park Avenue,Newark,NY,14513,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,81,598.59728395,162.76740741
330030,nonsb,111 Driving Park Avenue,Newark,NY,14513,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,94,1344.6007447,381.77638298
330030,nonsb,111 Driving Park Avenue,Newark,NY,14513,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Rochester,143,2082.3506993,256.88272727
330030,nonsb,111 Driving Park Avenue,Newark,NY,14513,0369 - Level II Pulmonary Tests,NY - Rochester,52,926.31865385,209.16480769
330030,nonsb,111 Driving Park Avenue,Newark,NY,14513,0377 - Level II Cardiac Imaging,NY - Rochester,24,3896.5416667,952.22416667
330030,nonsb,111 Driving Park Avenue,Newark,NY,14513,0634 - Hospital Clinic Visits,NY - Rochester,12,169.0775,95.579166667
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0012 - Level I Debridement & Destruction,NY - Rochester,26,166.66538462,89.753076923
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0015 - Level II Debridement & Destruction,NY - Rochester,440,181.56138636,122.56934091
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0019 - Level I Excision/ Biopsy,NY - Rochester,33,1059.7381818,344.79
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0020 - Level II Excision/ Biopsy,NY - Rochester,51,1205.8119608,745.45921569
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0204 - Level I Nerve Injections,NY - Rochester,37,561.30675676,192.39972973
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0207 - Level III Nerve Injections,NY - Rochester,49,1402.9683673,559.82530612
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,196,279.06494898,82.169183673
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,229,462.3231441,167.00104803
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,240,850.49541667,380.929125
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0270 - Level II Echocardiogram Without Contrast,NY - Rochester,28,1655.9082143,511.49785714
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0369 - Level II Pulmonary Tests,NY - Rochester,54,909.7962963,215.885
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0377 - Level II Cardiac Imaging,NY - Rochester,125,3043.77352,1025.62224
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0632 - Level 2 Examinations & Related Services,NY - Rochester,41,134.07,96.780243902
330058,nonsb,196 -198 North Street,Geneva,NY,14456,0634 - Hospital Clinic Visits,NY - Rochester,4072,145.86709725,87.312485265
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0204 - Level I Nerve Injections,NY - Rochester,36,1247.5761111,192.51027778
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0207 - Level III Nerve Injections,NY - Rochester,87,765.27287356,559.14873563
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,181,271.36464088,80.352044199
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,188,733.65425532,167.63462766
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,211,1661.6777251,378.19649289
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Rochester,304,1805.4835526,262.219375
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0369 - Level II Pulmonary Tests,NY - Rochester,24,733.76833333,211.7375
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0377 - Level II Cardiac Imaging,NY - Rochester,89,4505.7167416,1010.9151685
330074,nonsb,350 Parrish Street,Canandaigua,NY,14424,0634 - Hospital Clinic Visits,NY - Rochester,6875,143.24148509,87.376888727
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0020 - Level II Excision/ Biopsy,NY - Rochester,15,1478.3686667,777.7
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0204 - Level I Nerve Injections,NY - Rochester,16,418.07125,180.09625
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0207 - Level III Nerve Injections,NY - Rochester,32,1601.79625,573.071875
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,51,205.47058824,86.540980392
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,112,630.82142857,173.59035714
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,162,769.88888889,389.95932099
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Rochester,178,1296.7134831,262.52567416
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0369 - Level II Pulmonary Tests,NY - Rochester,63,729.98809524,217.45285714
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0377 - Level II Cardiac Imaging,NY - Rochester,38,2732.2763158,1075.7378947
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0631 - Level 1 Examinations & Related Services,NY - Rochester,138,120.08695652,42.961304348
330096,nonsb,191 North Main Street,Wellsville,NY,14895,0634 - Hospital Clinic Visits,NY - Rochester,6004,105.70532145,90.877273484
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0012 - Level I Debridement & Destruction,NY - Rochester,40,334.026,89.7
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0015 - Level II Debridement & Destruction,NY - Rochester,512,489.44056641,127.4390625
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0019 - Level I Excision/ Biopsy,NY - Rochester,42,1527.2771429,340.7052381
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0020 - Level II Excision/ Biopsy,NY - Rochester,59,2918.2367797,687.88694915
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0204 - Level I Nerve Injections,NY - Rochester,123,637.30886179,181.90780488
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0206 - Level II Nerve Injections,NY - Rochester,12,1447.6441667,339.51
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0207 - Level III Nerve Injections,NY - Rochester,50,2025.0046,602.3982
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - Rochester,29,575.94793103,203.45758621
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0231 - Level III Eye Tests & Treatments,NY - Rochester,18,826.03,286.48444444
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,1637,230.85751374,81.864502138
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,496,624.36669355,164.82421371
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,1804,1387.3703049,379.58544346
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0270 - Level II Echocardiogram Without Contrast,NY - Rochester,343,2371.5816327,532.39915452
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Rochester,580,2086.4656034,256.862
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0369 - Level II Pulmonary Tests,NY - Rochester,49,698.97244898,212.22244898
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0377 - Level II Cardiac Imaging,NY - Rochester,428,4151.8925,1020.8592523
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0631 - Level 1 Examinations & Related Services,NY - Rochester,673,255.34919762,39.22089153
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0632 - Level 2 Examinations & Related Services,NY - Rochester,1915,330.51373368,96.380699739
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0634 - Hospital Clinic Visits,NY - Rochester,51946,151.42807723,87.718314981
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0690 - Level I Electronic Analysis of Devices,NY - Rochester,2165,118.7707806,30.444595843
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0692 - Level II Electronic Analysis of Devices,NY - Rochester,22,434.42227273,116.79
330125,nonsb,1425 Portland Avenue,Rochester,NY,14621,0698 - Level II Eye Tests & Treatments,NY - Rochester,37,278.38054054,81.929189189
330144,nonsb,7571 State Route 54,Bath,NY,14810,0015 - Level II Debridement & Destruction,NY - Rochester,12,168.0475,129.09
330144,nonsb,7571 State Route 54,Bath,NY,14810,0207 - Level III Nerve Injections,NY - Rochester,11,1518.0118182,593.66
330144,nonsb,7571 State Route 54,Bath,NY,14810,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,27,367.38555556,78.841481481
330144,nonsb,7571 State Route 54,Bath,NY,14810,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,62,901.05612903,159.42564516
330144,nonsb,7571 State Route 54,Bath,NY,14810,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,15,1577.68,348.53466667
330144,nonsb,7571 State Route 54,Bath,NY,14810,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - Rochester,155,3100.0077419,251.29677419
330144,nonsb,7571 State Route 54,Bath,NY,14810,0634 - Hospital Clinic Visits,NY - Rochester,134,197.45358209,85.056940299
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0204 - Level I Nerve Injections,NY - Rochester,14,224.4,199.82
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0207 - Level III Nerve Injections,NY - Rochester,92,1128.7880435,493.64315217
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,58,185.46982759,84.277758621
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,81,555.12962963,177.21407407
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,143,1316.1213287,397.21986014
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0369 - Level II Pulmonary Tests,NY - Rochester,27,600.7962963,224.09
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0377 - Level II Cardiac Imaging,NY - Rochester,13,4169.3576923,999.53
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0634 - Hospital Clinic Visits,NY - Rochester,852,60.495011737,91.111384977
330151,nonsb,411 Canisteo Street,Hornell,NY,14843,0690 - Level I Electronic Analysis of Devices,NY - Rochester,11,142.5,30.334545455
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0015 - Level II Debridement & Destruction,NY - Rochester,32,299.721875,134.1846875
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0019 - Level I Excision/ Biopsy,NY - Rochester,13,372.30769231,370.76
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0020 - Level II Excision/ Biopsy,NY - Rochester,15,489.26666667,759.12466667
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0204 - Level I Nerve Injections,NY - Rochester,57,312.3077193,168.76140351
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0265 - Level I Diagnostic and Screening Ultrasound,NY - Rochester,383,223.10295039,84.872610966
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0267 - Level III Diagnostic and Screening Ultrasound,NY - Rochester,253,548.45652174,156.71695652
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0269 - Level I Echocardiogram Without Contrast,NY - Rochester,511,1589.5481996,399.93953033
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0369 - Level II Pulmonary Tests,NY - Rochester,52,288.75711538,231.98
330164,nonsb,1000 South Avenue,Rochester,NY,14620,0377 - Level II Cardiac Imaging,NY - Rochester,75,3829.5014667,1076.8642667
